category,reason,occurrence_count,kind,sha256,source_representative,output_file,clip_top,clip_margin,clip_arrows,clip_other_gameplay,clip_live_action,clip_non_game,vision_faces,vision_humans
01_arrows,arrow_maze_or_clip,33,image,2ac12e571d1db0319ca4ffa0d6aa7a46ab096cb50e53786658e1a117f3a3752f,page_1083595128159871/images/ad_1040687898397831_image_aee13c822028.jpg,01_arrows/x0033__page_1083595128159871__ad_1040687898397831__sha_2ac12e571d1d__ad_1040687898397831_image_aee13c822028.jpg,arrows,0.7452724575996399,0.8436192870140076,0.09834682941436768,0.016260085627436638,0.04177384823560715,0,0
04_non_game_or_uncertain,low_confidence_or_non_game,27,image,ac5e0e7c452cbd2fd9a403510cfd31163347263b87fa41668f11dcbce78813b5,page_1083595128159871/images/ad_1041321418388368_image_d1adcc3f0874.jpg,04_non_game_or_uncertain/x0027__page_1083595128159871__ad_1041321418388368__sha_ac5e0e7c452c__ad_1041321418388368_image_d1adcc3f0874.jpg,other_gameplay,0.04200741648674011,0.23505130410194397,0.33452385663986206,0.13790839910507202,0.29251644015312195,0,0
03_live_action_real_people,vision_or_live_action,27,image,3e373bfd4c69647c506b966c36e0bce231625fdee23c7ff98062ccd27fe13bdf,page_1083595128159871/images/ad_1305391948331975_image_4e2f435d4267.jpg,03_live_action_real_people/x0027__page_1083595128159871__ad_1305391948331975__sha_3e373bfd4c69__ad_1305391948331975_image_4e2f435d4267.jpg,live_action,0.5097667276859283,0.04624311998486519,0.1328563541173935,0.66533362865448,0.15556690096855164,2,2
01_arrows,arrow_maze_or_clip,26,image,3ab17b6db69e3dcab90702ba93a3d614b39230f2777540ac2df2ea139c7ccd24,page_1083595128159871/images/ad_1054250706937811_image_114e50749307.jpg,01_arrows/x0026__page_1083595128159871__ad_1054250706937811__sha_3ab17b6db69e__ad_1054250706937811_image_114e50749307.jpg,arrows,0.5741410404443741,0.7489947080612183,0.17485366761684418,0.01688181795179844,0.05926971510052681,0,0
01_arrows,arrow_maze_or_clip,25,image,a735369fbdc5b13875a6280287d0017e628fc53d12a6cd68a520faacf6461c71,page_1083595128159871/images/ad_1042982064719819_image_bcbf854e49e9.jpg,01_arrows/x0025__page_1083595128159871__ad_1042982064719819__sha_a735369fbdc5__ad_1042982064719819_image_bcbf854e49e9.jpg,non_game,0.053760796785354614,0.33829179406166077,0.191127747297287,0.07852789014577866,0.3920525908470154,0,0
01_arrows,arrow_maze_or_clip,24,image,ec3c906b55547e2eb25418d0c894f3cad5349bd7064f2b3575c7cfa863af1066,page_1083595128159871/images/ad_1006590108796090_image_4baec32a4d34.jpg,01_arrows/x0024__page_1083595128159871__ad_1006590108796090__sha_ec3c906b5554__ad_1006590108796090_image_4baec32a4d34.jpg,arrows,0.7196022346615791,0.8269380927085876,0.10733585804700851,0.017543833702802658,0.048182159662246704,0,0
01_arrows,arrow_maze_or_clip,24,image,65c2db7a9c7e54f9d7feaedef59507682076259eb06671aa464d1b61ca1823c4,page_1083595128159871/images/ad_1024442626600419_image_25dc4545e52b.jpg,01_arrows/x0024__page_1083595128159871__ad_1024442626600419__sha_65c2db7a9c7e__ad_1024442626600419_image_25dc4545e52b.jpg,arrows,0.7268834784626961,0.8342844247817993,0.10740094631910324,0.019643686711788177,0.03867103159427643,0,0
01_arrows,arrow_maze_or_clip,24,image,60734f0babc42b92242969ae794ae54850cde9dc2c0d1d5309fd0a2d3d71915c,page_1083595128159871/images/ad_1028671076271619_image_9a88dadfc234.jpg,01_arrows/x0024__page_1083595128159871__ad_1028671076271619__sha_60734f0babc4__ad_1028671076271619_image_9a88dadfc234.jpg,non_game,0.24456031620502472,0.16939480602741241,0.21787823736667633,0.15028831362724304,0.46243855357170105,0,0
01_arrows,arrow_maze_or_clip,24,image,1eee12fa6e9a959084779da7f54c819a81c75cdb8e8ed2069e06a337d76168d8,page_1083595128159871/images/ad_1336493094606325_image_257de75d1aba.jpg,01_arrows/x0024__page_1083595128159871__ad_1336493094606325__sha_1eee12fa6e9a__ad_1336493094606325_image_257de75d1aba.jpg,arrows,0.6783624067902565,0.7971543669700623,0.11879196017980576,0.02740347571671009,0.05665026605129242,0,0
01_arrows,arrow_maze_or_clip,23,image,bdd8c2ad491035811a8b6abb081564e41b052167fba0585e294a34268bd158a8,page_1083595128159871/images/ad_1016426180763157_image_0763e2efc407.jpg,01_arrows/x0023__page_1083595128159871__ad_1016426180763157__sha_bdd8c2ad4910__ad_1016426180763157_image_0763e2efc407.jpg,arrows,0.6348332315683365,0.7698734402656555,0.13504020869731903,0.03179878368973732,0.06328751891851425,0,0
04_non_game_or_uncertain,low_confidence_or_non_game,23,image,bd48076a38d8de951c83ee1e1b9fe77983426ce1dd4aba5304b1a81a7c758ef6,page_1083595128159871/images/ad_1022071247481712_image_dbea97095319.jpg,04_non_game_or_uncertain/x0023__page_1083595128159871__ad_1022071247481712__sha_bd48076a38d8__ad_1022071247481712_image_dbea97095319.jpg,live_action,0.06733718514442444,0.133671373128891,0.17864885926246643,0.3775084912776947,0.31017130613327026,0,0
03_live_action_real_people,vision_or_live_action,22,image,58a59cdf49aad4d53e2eaa59696ca96d32caa19720c30afbd9dbd6dd244dc65d,page_1083595128159871/images/ad_1002827675671943_image_dd179bf4a2b0.jpg,03_live_action_real_people/x0022__page_1083595128159871__ad_1002827675671943__sha_58a59cdf49aa__ad_1002827675671943_image_dd179bf4a2b0.jpg,live_action,0.6873141452670097,0.047590263187885284,0.09535301476716995,0.7826671600341797,0.0743895098567009,0,1
01_arrows,arrow_maze_or_clip,22,image,f438d9f7564d05a3ad157780f1759f0b452db65cfd808fc8cbc3c745b797b2f9,page_1083595128159871/images/ad_1028436006298922_image_51fb2827661e.jpg,01_arrows/x0022__page_1083595128159871__ad_1028436006298922__sha_f438d9f7564d__ad_1028436006298922_image_51fb2827661e.jpg,non_game,0.11441057920455933,0.2077125757932663,0.2175293117761612,0.2301737666130066,0.3445843458175659,0,0
04_non_game_or_uncertain,low_confidence_or_non_game,21,image,c3812c28e7f9f3b586b52a405b85540e7c104835a92770d8cdb17d82fb0f8b69,page_1083595128159871/images/ad_1007961865309791_image_e212a435cadd.jpg,04_non_game_or_uncertain/x0021__page_1083595128159871__ad_1007961865309791__sha_c3812c28e7f9__ad_1007961865309791_image_e212a435cadd.jpg,other_gameplay,0.07405686378479004,0.23498505353927612,0.35334306955337524,0.2792862057685852,0.13238567113876343,0,0
04_non_game_or_uncertain,low_confidence_or_non_game,21,image,62561456fb340274f59f518fe245f2aa0cc33e1a6819b7881ac4c08f004552f3,page_1083595128159871/images/ad_1321915042702813_image_fbae9ba1f33a.jpg,04_non_game_or_uncertain/x0021__page_1083595128159871__ad_1321915042702813__sha_62561456fb34__ad_1321915042702813_image_fbae9ba1f33a.jpg,non_game,0.07192176580429077,0.18804563581943512,0.28226006031036377,0.17551247775554657,0.35418182611465454,0,0
04_non_game_or_uncertain,low_confidence_or_non_game,20,image,0fb3288a869ce0f663712f6b4e607b00a16455c083158d3224d3e1db7dd02684,page_1083595128159871/images/ad_1005432058607439_image_ccd2d02ea836.jpg,04_non_game_or_uncertain/x0020__page_1083595128159871__ad_1005432058607439__sha_0fb3288a869c__ad_1005432058607439_image_ccd2d02ea836.jpg,non_game,0.1881353259086609,0.1427171379327774,0.2660154402256012,0.1371166855096817,0.4541507661342621,0,0
04_non_game_or_uncertain,low_confidence_or_non_game,20,image,7bae381d854c0774abfe508c0f4c50bb52f78e6f3a4373db2add64b7ab249e07,page_1083595128159871/images/ad_1009027085439334_image_7a81ba60716c.jpg,04_non_game_or_uncertain/x0020__page_1083595128159871__ad_1009027085439334__sha_7bae381d854c__ad_1009027085439334_image_7a81ba60716c.jpg,non_game,0.017185062170028687,0.17205336689949036,0.27747052907943726,0.25582051277160645,0.29465559124946594,0,0
01_arrows,arrow_maze_or_clip,20,image,eb8a025d89b49ece860996006043a9de37acd4b0a9137a53156f2320faa5bde9,page_1083595128159871/images/ad_1014713387767741_image_c50b76a2d408.jpg,01_arrows/x0020__page_1083595128159871__ad_1014713387767741__sha_eb8a025d89b4__ad_1014713387767741_image_c50b76a2d408.jpg,arrows,0.1455414593219757,0.4198368787765503,0.2742954194545746,0.07565782219171524,0.23020987212657928,0,0
03_live_action_real_people,vision_or_live_action,20,image,1d66236a8fd4a6f96726b0b4682cbe98f081667bd0553b70a6a341fff3b422d0,page_1083595128159871/images/ad_1054892257056337_image_a99153575ccc.jpg,03_live_action_real_people/x0020__page_1083595128159871__ad_1054892257056337__sha_1d66236a8fd4__ad_1054892257056337_image_a99153575ccc.jpg,other_gameplay,0.14325758814811707,0.3302398920059204,0.4734974801540375,0.07446479052305222,0.12179780006408691,1,0
04_non_game_or_uncertain,low_confidence_or_non_game,20,image,5c82f43a2dbdd80b131de5fccfce2096c5e2a91f077b978ad2b600a38541ad7a,page_1083595128159871/images/ad_1308429104706320_image_cb662b63bc72.jpg,04_non_game_or_uncertain/x0020__page_1083595128159871__ad_1308429104706320__sha_5c82f43a2dbd__ad_1308429104706320_image_cb662b63bc72.jpg,live_action,0.32635024189949036,0.1333514302968979,0.20933696627616882,0.5356872081756592,0.12162431329488754,0,0
01_arrows,arrow_maze_or_clip,19,image,c44487975056f3a395481b22823bc4296a572dbb399b1fa151b491be75953906,page_1083595128159871/images/ad_1005567365671430_image_d381aa72e153.jpg,01_arrows/x0019__page_1083595128159871__ad_1005567365671430__sha_c44487975056__ad_1005567365671430_image_d381aa72e153.jpg,arrows,0.6718387082219124,0.7957555055618286,0.12391679733991623,0.02412514202296734,0.056202564388513565,0,0
01_arrows,arrow_maze_or_clip,19,image,cbbcf324674af0eca3ce24cb1269362db0d7926d4db5fc7e7a7c7b48a1706913,page_1083595128159871/images/ad_1006238478815645_image_b40200597988.jpg,01_arrows/x0019__page_1083595128159871__ad_1006238478815645__sha_cbbcf324674a__ad_1006238478815645_image_b40200597988.jpg,arrows,0.42474567890167236,0.6964331269264221,0.27168744802474976,0.012340103276073933,0.019539278000593185,0,0
01_arrows,arrow_maze_or_clip,19,image,47dbcc6bc3f91cf40295d384e89ca7ea8a4f245996b11499626b2cb3df509806,page_1083595128159871/images/ad_1017744994024938_image_d48d18eb94d1.jpg,01_arrows/x0019__page_1083595128159871__ad_1017744994024938__sha_47dbcc6bc3f9__ad_1017744994024938_image_d48d18eb94d1.jpg,arrows,0.6663279980421066,0.7895539402961731,0.12322594225406647,0.026856200769543648,0.06036387383937836,0,0
03_live_action_real_people,vision_or_live_action,19,image,ff7d480edafb2dd05bc301209f27e3f58bf66242a90822371003566e63a59fdb,page_1083595128159871/images/ad_1271501528396621_image_c76be7d57a8b.jpg,03_live_action_real_people/x0019__page_1083595128159871__ad_1271501528396621__sha_ff7d480edafb__ad_1271501528396621_image_c76be7d57a8b.jpg,arrows,0.05702090263366699,0.3668694496154785,0.3098485469818115,0.23225559294223785,0.09102644771337509,4,3
03_live_action_real_people,vision_or_live_action,19,image,fdd78d64453511b339d7d9ce41c8a997663fba05caa7d444ab0c10bb31f0b8e9,page_1083595128159871/images/ad_1314310346941712_image_c1c44bd1ba49.jpg,03_live_action_real_people/x0019__page_1083595128159871__ad_1314310346941712__sha_fdd78d644535__ad_1314310346941712_image_c1c44bd1ba49.jpg,live_action,0.16811972856521606,0.2583901584148407,0.172139972448349,0.42650988698005676,0.14295996725559235,1,5
03_live_action_real_people,vision_or_live_action,18,image,677faba048e4dd789a0ca273c891d63db6e35004cfa9a638af2568bf681dc682,page_1083595128159871/images/ad_1015791951096367_image_50e41216f035.jpg,03_live_action_real_people/x0018__page_1083595128159871__ad_1015791951096367__sha_677faba048e4__ad_1015791951096367_image_50e41216f035.jpg,other_gameplay,0.046748191118240356,0.24805793166160583,0.32872146368026733,0.281973272562027,0.14124731719493866,1,1
03_live_action_real_people,vision_or_live_action,18,image,f23e92fd26d12265d28b755a94e09359183ff1dd035f4e39a5dc1168cf1a8f51,page_1083595128159871/images/ad_1031520629436077_image_c2786216b567.jpg,03_live_action_real_people/x0018__page_1083595128159871__ad_1031520629436077__sha_f23e92fd26d1__ad_1031520629436077_image_c2786216b567.jpg,live_action,0.1424478441476822,0.23920701444149017,0.20076967775821686,0.38165485858917236,0.1783684343099594,2,3
03_live_action_real_people,vision_or_live_action,17,image,4671d2f93a2430066eb314f7e41459be1be6a0d4242957a81fa8e9abb51fecea,page_1083595128159871/images/ad_1015857474261780_image_ddcde2e239d2.jpg,03_live_action_real_people/x0017__page_1083595128159871__ad_1015857474261780__sha_4671d2f93a24__ad_1015857474261780_image_ddcde2e239d2.jpg,live_action,0.3863780051469803,0.15225189924240112,0.1265544593334198,0.5537858009338379,0.1674077957868576,2,4
04_non_game_or_uncertain,low_confidence_or_non_game,17,image,c0198bad8ed585458deb63d70456dc4ac6d4597d12d053a8a93b107d0f1ecd79,page_1083595128159871/images/ad_1060176466669348_image_06d161fc617a.jpg,04_non_game_or_uncertain/x0017__page_1083595128159871__ad_1060176466669348__sha_c0198bad8ed5__ad_1060176466669348_image_06d161fc617a.jpg,non_game,0.3783336877822876,0.16238325834274292,0.15301775932312012,0.14388205111026764,0.5407169461250305,0,0
01_arrows,arrow_maze_or_clip,17,image,b7c3cf90b83e648cdbb684b3c5b1aedd730be16f9a424bfc82a198263398974b,page_1083595128159871/images/ad_1203857495199045_image_68ef0e1ff9a1.jpg,01_arrows/x0017__page_1083595128159871__ad_1203857495199045__sha_b7c3cf90b83e__ad_1203857495199045_image_68ef0e1ff9a1.jpg,arrows,0.6783273369073868,0.8096901178359985,0.13136278092861176,0.012553726322948933,0.046393342316150665,0,0
03_live_action_real_people,vision_or_live_action,16,image,594104d76d8b4890a0a9b006c3d28ee56ba7da07b4654be0fa8a5e679fec745f,page_1083595128159871/images/ad_1004002929009002_image_54922feb39d1.jpg,03_live_action_real_people/x0016__page_1083595128159871__ad_1004002929009002__sha_594104d76d8b__ad_1004002929009002_image_54922feb39d1.jpg,live_action,0.18897193670272827,0.11894053220748901,0.2950069308280945,0.48397886753082275,0.10207366943359375,2,1
03_live_action_real_people,vision_or_live_action,16,image,63a1bbbd241654813f27823c17d3d51bc04c240314bb8d346a3a905124b58423,page_1083595128159871/images/ad_1006012731839742_image_8b29f983650e.jpg,03_live_action_real_people/x0016__page_1083595128159871__ad_1006012731839742__sha_63a1bbbd2416__ad_1006012731839742_image_8b29f983650e.jpg,other_gameplay,0.06831032037734985,0.330616295337677,0.39892661571502686,0.1368127018213272,0.1336444467306137,1,1
03_live_action_real_people,vision_or_live_action,16,image,f72e163eadbe29923fa24262a05918d1f44d7af8ee86b229cc20182120097a0c,page_1083595128159871/images/ad_1015372887519020_image_585a2d333fec.jpg,03_live_action_real_people/x0016__page_1083595128159871__ad_1015372887519020__sha_f72e163eadbe__ad_1015372887519020_image_585a2d333fec.jpg,live_action,0.18332478404045105,0.12579719722270966,0.2857913672924042,0.4691161513328552,0.11929535865783691,2,1
03_live_action_real_people,vision_or_live_action,16,image,25f21d6d55b2edfd6aa940311dfb648f258ec2ac47e5e6a8752eea69d9d68fb1,page_1083595128159871/images/ad_1018110600629796_image_a81810b0eeca.jpg,03_live_action_real_people/x0016__page_1083595128159871__ad_1018110600629796__sha_25f21d6d55b2__ad_1018110600629796_image_a81810b0eeca.jpg,arrows,0.2471829056739807,0.46761879324913025,0.21353869140148163,0.22043588757514954,0.09840664267539978,0,1
03_live_action_real_people,vision_or_live_action,15,image,67feb140a2ad0d2788b0de0aa5ffd210621bb23438d7af2064b641734f832054,page_1083595128159871/images/ad_1007374774996576_image_f58eb8a071a3.jpg,03_live_action_real_people/x0015__page_1083595128159871__ad_1007374774996576__sha_67feb140a2ad__ad_1007374774996576_image_f58eb8a071a3.jpg,live_action,0.6177701950073242,0.06850581616163254,0.11784279346466064,0.7356129884719849,0.07803840935230255,2,2
01_arrows,arrow_maze_or_clip,15,image,3a110c832c504a8a9851c8591593b4949eca48346245bc527694b96019a7f919,page_1083595128159871/images/ad_1025008056982126_image_6fb5f8f7985b.jpg,01_arrows/x0015__page_1083595128159871__ad_1025008056982126__sha_3a110c832c50__ad_1025008056982126_image_6fb5f8f7985b.jpg,arrows,0.691073514521122,0.8100348711013794,0.11896135658025742,0.02260739728808403,0.048396430909633636,0,0
03_live_action_real_people,vision_or_live_action,15,image,9b86de970305b5d940f31567587dd82c9a18341a881e81a1be9c2cf6638961fe,page_1083595128159871/images/ad_1060281623097973_image_c3e3528fdffa.jpg,03_live_action_real_people/x0015__page_1083595128159871__ad_1060281623097973__sha_9b86de970305__ad_1060281623097973_image_c3e3528fdffa.jpg,arrows,0.1803634762763977,0.45977288484573364,0.27940940856933594,0.20572955906391144,0.05508817359805107,1,1
03_live_action_real_people,vision_or_live_action,15,image,8f87cca5afd4f272abeb57720048335e8275f1bd606a2608ba429af76f5fc0ba,page_1083595128159871/images/ad_1175915557992354_image_12ec10cab2c2.jpg,03_live_action_real_people/x0015__page_1083595128159871__ad_1175915557992354__sha_8f87cca5afd4__ad_1175915557992354_image_12ec10cab2c2.jpg,arrows,0.13400092720985413,0.4311907887458801,0.170100137591362,0.297189861536026,0.10151918232440948,4,2
01_arrows,arrow_maze_or_clip,15,image,0f8d3eab7a32e623039bc87c680b0276c354842ca59349975ecca9b93fa2f515,page_1083595128159871/images/ad_1314467087489260_image_bbbd33761c77.jpg,01_arrows/x0015__page_1083595128159871__ad_1314467087489260__sha_0f8d3eab7a32__ad_1314467087489260_image_bbbd33761c77.jpg,arrows,0.6187304854393005,0.7646674513816833,0.1459369659423828,0.023184316232800484,0.06621132791042328,0,0
03_live_action_real_people,vision_or_live_action,14,image,65ee78281c90bf2e0ec5ef24d8decfe79bb8059144716c59e32913f7e42030ad,page_1083595128159871/images/ad_1004476832190741_image_99c130d28963.jpg,03_live_action_real_people/x0014__page_1083595128159871__ad_1004476832190741__sha_65ee78281c90__ad_1004476832190741_image_99c130d28963.jpg,live_action,0.42509691417217255,0.12700095772743225,0.15275241434574127,0.5778493285179138,0.14239732921123505,1,2
03_live_action_real_people,vision_or_live_action,14,image,52cb5858e4f1630f200ed62e2578ab20e80e767762f8f0ab1dad262b6bc4a783,page_1083595128159871/images/ad_1013726431398785_image_6193aeb56536.jpg,03_live_action_real_people/x0014__page_1083595128159871__ad_1013726431398785__sha_52cb5858e4f1__ad_1013726431398785_image_6193aeb56536.jpg,live_action,0.19112035632133484,0.15309691429138184,0.2834073603153229,0.4745277166366577,0.08896797150373459,2,1
01_arrows,arrow_maze_or_clip,14,image,89a7d6876319bea9483fda4caacdbea87602295cdebad1744a5f1effc6d69cf0,page_1083595128159871/images/ad_1022893106908236_image_4bda0ce4468d.jpg,01_arrows/x0014__page_1083595128159871__ad_1022893106908236__sha_89a7d6876319__ad_1022893106908236_image_4bda0ce4468d.jpg,arrows,0.30797356367111206,0.5577645897865295,0.24979102611541748,0.043184906244277954,0.14925949275493622,0,0
01_arrows,arrow_maze_or_clip,14,image,66c61d1de9a40832ad5ab6e43321bc7dc5730e84f2aa6c4a7ba59b6eb19b39ea,page_1083595128159871/images/ad_1299665481880667_image_34a46f5383a0.jpg,01_arrows/x0014__page_1083595128159871__ad_1299665481880667__sha_66c61d1de9a4__ad_1299665481880667_image_34a46f5383a0.jpg,non_game,0.05045199394226074,0.3396899998188019,0.19149978458881378,0.07866824418306351,0.3901419937610626,0,0
03_live_action_real_people,vision_or_live_action,13,image,b62763bea7fbf8f38b81d291ba7293d9a74f19067984781bc979f7cc551947f6,page_1083595128159871/images/ad_1011518674760315_image_884ea56fed3d.jpg,03_live_action_real_people/x0013__page_1083595128159871__ad_1011518674760315__sha_b62763bea7fb__ad_1011518674760315_image_884ea56fed3d.jpg,arrows,0.5587852895259857,0.6845915913581848,0.1258063018321991,0.12139774858951569,0.06820445507764816,0,1
03_live_action_real_people,vision_or_live_action,13,image,7678d13630839f20451ffb91cc0c4f85499eb50df3c7ec82fe7c8b622a4ab1c1,page_1083595128159871/images/ad_1011906871291327_image_fd65745aa56b.jpg,03_live_action_real_people/x0013__page_1083595128159871__ad_1011906871291327__sha_7678d1363083__ad_1011906871291327_image_fd65745aa56b.jpg,live_action,0.45741674304008484,0.11074387282133102,0.13347837328910828,0.6065972447395325,0.14918050169944763,1,1
04_non_game_or_uncertain,low_confidence_or_non_game,13,image,65486d0e592d62a14e0b5223898b0d4103361cd015cfbbd670ffc41f2d71c852,page_1083595128159871/images/ad_1020539657010849_image_8347dbc4858a.jpg,04_non_game_or_uncertain/x0013__page_1083595128159871__ad_1020539657010849__sha_65486d0e592d__ad_1020539657010849_image_8347dbc4858a.jpg,arrows,0.10629656910896301,0.3391857147216797,0.22946415841579437,0.19846093654632568,0.23288914561271667,0,0
01_arrows,arrow_maze_or_clip,13,image,67bb7e04d1a076791fa92fd6b0f5e1ce48c659d2146e98a55bf48e9a42bf7dbd,page_1083595128159871/images/ad_1333092828634299_image_b39e9d7e50ba.jpg,01_arrows/x0013__page_1083595128159871__ad_1333092828634299__sha_67bb7e04d1a0__ad_1333092828634299_image_b39e9d7e50ba.jpg,arrows,0.22975975275039673,0.5321617126464844,0.30240195989608765,0.05813403055071831,0.10730229318141937,0,0
01_arrows,arrow_maze_or_clip,13,image,4d47d34832e80914118baf4bf8140a2e93d621182640d224717b7564db170566,page_1083595128159871/images/ad_1378385997464900_image_d71da89abb0b.jpg,01_arrows/x0013__page_1083595128159871__ad_1378385997464900__sha_4d47d34832e8__ad_1378385997464900_image_d71da89abb0b.jpg,arrows,0.6855223327875137,0.8051953911781311,0.11967305839061737,0.020694348961114883,0.05443713814020157,0,0
03_live_action_real_people,vision_or_live_action,13,image,a9ba029ca82c83288866a737e6a2d87996867bab20c9b725d37eea4d5007d04e,page_1083595128159871/images/ad_1427557322472589_image_c2f81ef7186d.jpg,03_live_action_real_people/x0013__page_1083595128159871__ad_1427557322472589__sha_a9ba029ca82c__ad_1427557322472589_image_c2f81ef7186d.jpg,live_action,0.7357420921325684,0.061503805220127106,0.08438301086425781,0.8201251029968262,0.03398815542459488,2,4
03_live_action_real_people,vision_or_live_action,13,image,5c590d2321a8ffdf75869e0cbdac96229032498b8a8ba3837ede9647c786927b,page_1083595128159871/images/ad_1537132018045435_image_106716e676dd.jpg,03_live_action_real_people/x0013__page_1083595128159871__ad_1537132018045435__sha_5c590d2321a8__ad_1537132018045435_image_106716e676dd.jpg,arrows,0.03114500641822815,0.35155805945396423,0.3204130530357361,0.22639361023902893,0.10163529962301254,3,1
04_non_game_or_uncertain,low_confidence_or_non_game,12,image,0d67f9b6599a48a12b33b6e925ed23f7cce1b1c6b5ec788aafdf8ce43a595f2b,page_1083595128159871/images/ad_1410425320878045_image_718033703cd1.jpg,04_non_game_or_uncertain/x0012__page_1083595128159871__ad_1410425320878045__sha_0d67f9b6599a__ad_1410425320878045_image_718033703cd1.jpg,arrows,0.03213420510292053,0.31151705980300903,0.22897598147392273,0.18012407422065735,0.2793828547000885,0,0
01_arrows,arrow_maze_or_clip,11,image,9b0037e6205dce5000e84f7bc2bada02f94f119efb0e4297c474942b2dd55780,page_1083595128159871/images/ad_1007202965130321_image_fb6ef94b8533.jpg,01_arrows/x0011__page_1083595128159871__ad_1007202965130321__sha_9b0037e6205d__ad_1007202965130321_image_fb6ef94b8533.jpg,non_game,0.2817706912755966,0.16843079030513763,0.24374820291996002,0.06230207532644272,0.5255188941955566,0,0
03_live_action_real_people,vision_or_live_action,11,image,b23f1fd008028e36966c4308d80e891767cfc55eb803cd70a6b08aa82be159a6,page_1083595128159871/images/ad_1008024948420821_image_967c927726fd.jpg,03_live_action_real_people/x0011__page_1083595128159871__ad_1008024948420821__sha_b23f1fd00802__ad_1008024948420821_image_967c927726fd.jpg,live_action,0.39384856820106506,0.13319624960422516,0.1722395122051239,0.566088080406189,0.12847614288330078,2,4
03_live_action_real_people,vision_or_live_action,11,image,15d033d708e2f1f520ca990c5cc85a817840d21e6a85692bb2260640d372adee,page_1083595128159871/images/ad_1010044304766618_image_d0fb7f4a06c0.jpg,03_live_action_real_people/x0011__page_1083595128159871__ad_1010044304766618__sha_15d033d708e2__ad_1010044304766618_image_d0fb7f4a06c0.jpg,live_action,0.19624456763267517,0.17205491662025452,0.2717483341693878,0.467992901802063,0.08820387721061707,1,2
01_arrows,arrow_maze_or_clip,11,image,a73018d197dd133e32910a434b06b1d01f1d6e8ee734cfb3769bfd311fe9693d,page_1083595128159871/images/ad_1012632028024641_image_6fcc343ea216.jpg,01_arrows/x0011__page_1083595128159871__ad_1012632028024641__sha_a73018d197dd__ad_1012632028024641_image_6fcc343ea216.jpg,arrows,0.08951643109321594,0.44119736552238464,0.3516809344291687,0.05849632993340492,0.14862526953220367,0,0
03_live_action_real_people,vision_or_live_action,11,image,39a6c63aba0302fdd9ea6a74afee7e4c6f5cce7dfef323836436d82884ca158d,page_1083595128159871/images/ad_1016589800915556_image_347038b0cceb.jpg,03_live_action_real_people/x0011__page_1083595128159871__ad_1016589800915556__sha_39a6c63aba03__ad_1016589800915556_image_347038b0cceb.jpg,live_action,0.5783150345087051,0.09522759169340134,0.12825648486614227,0.7065715193748474,0.06994447112083435,1,2
03_live_action_real_people,vision_or_live_action,11,image,3d37b4a479643552e88cc2ca51164ee67b48ff0eb9e369fb4fb406ba99797b52,page_1083595128159871/images/ad_1089738254233009_image_5f2319b8b188.jpg,03_live_action_real_people/x0011__page_1083595128159871__ad_1089738254233009__sha_3d37b4a47964__ad_1089738254233009_image_5f2319b8b188.jpg,live_action,0.6399315744638443,0.07797747105360031,0.09457235038280487,0.7345039248466492,0.09294625371694565,1,1
01_arrows,arrow_maze_or_clip,11,image,5b68b78829eaf40a580ae7e119a0515737db1f824d0d827bebbadd916875aaec,page_1083595128159871/images/ad_1170757015234614_image_db721d2ae0b0.jpg,01_arrows/x0011__page_1083595128159871__ad_1170757015234614__sha_5b68b78829ea__ad_1170757015234614_image_db721d2ae0b0.jpg,arrows,0.6799988746643066,0.8029526472091675,0.12295377254486084,0.020101716741919518,0.053991835564374924,0,0
01_arrows,arrow_maze_or_clip,11,image,7691be74e401334e74e138955caa60263bca07000824ae57d1749c2d273a358f,page_1083595128159871/images/ad_1295547339456729_image_87a02b8c315f.jpg,01_arrows/x0011__page_1083595128159871__ad_1295547339456729__sha_7691be74e401__ad_1295547339456729_image_87a02b8c315f.jpg,arrows,0.6058838665485382,0.7486875653266907,0.14280369877815247,0.022712331265211105,0.08579644560813904,0,0
03_live_action_real_people,vision_or_live_action,11,image,6c94cf057bb46aa0863f69fd95cfd784689ee72e0260f41aea86aaa7e64fc2cd,page_1083595128159871/images/ad_1333275008929860_image_5fd26102876c.jpg,03_live_action_real_people/x0011__page_1083595128159871__ad_1333275008929860__sha_6c94cf057bb4__ad_1333275008929860_image_5fd26102876c.jpg,live_action,0.29280678927898407,0.20400704443454742,0.18715989589691162,0.4968138337135315,0.11201918125152588,2,2
02_other_gameplay,ocr_other_gameplay_keyword,11,image,36396832d1262dd0b3b5e7134eb7690c7b96cab3f6146773d6a13b6ade150184,page_1083595128159871/images/ad_1335768378529146_image_eff6ba5dce05.jpg,02_other_gameplay/x0011__page_1083595128159871__ad_1335768378529146__sha_36396832d126__ad_1335768378529146_image_eff6ba5dce05.jpg,arrows,0.12759828567504883,0.47045257687568665,0.3428542912006378,0.1069699376821518,0.07972319424152374,0,0
03_live_action_real_people,vision_or_live_action,11,image,ace1de8ec50c4830f07017c4ecaefe18e34be0685ae46a7931d5bc29e0231878,page_1083595128159871/images/ad_1617492442680599_image_7fd03e1329b8.jpg,03_live_action_real_people/x0011__page_1083595128159871__ad_1617492442680599__sha_ace1de8ec50c__ad_1617492442680599_image_7fd03e1329b8.jpg,live_action,0.26189617812633514,0.1861938238143921,0.2259402722120285,0.48783645033836365,0.10002950578927994,0,0
